Date,Y,Lag_1
2020/11/12,134.567505,134.179993
2020/11/13,132.970001,134.567505
2020/11/16,135.152496,132.970001
2020/11/17,134.222504,135.152496
2020/11/18,134.287506,134.222504
2020/11/19,134.402496,134.287506
2020/11/20,130.877502,134.402496
2020/11/23,131.399994,130.877502
2020/11/24,129.577499,131.399994
2020/11/25,132.347504,129.577499
2020/11/27,132.612503,132.347504
2020/11/30,134.014999,132.612503
2020/12/1,133.899994,134.014999
2020/12/2,135.445007,133.899994
2020/12/3,133.960007,135.445007
2020/12/4,135.582504,133.960007
2020/12/7,136.067505,135.582504
2020/12/8,133.5,136.067505
2020/12/9,129.307495,133.5
2020/12/10,129.722504,129.307495
2020/12/11,130.132507,129.722504
2020/12/14,133.087494,130.132507
2020/12/15,133.604996,133.087494
2020/12/16,132.425003,133.604996
2020/12/17,133.412506,132.425003
2020/12/18,132.720001,133.412506
2020/12/21,133.322495,132.720001
2020/12/22,132.782501,133.322495
2020/12/23,130.092499,132.782501
2020/12/24,129.9375,130.092499
2020/12/28,129,129.9375
2020/12/29,129.432495,129
2020/12/30,131.457504,129.432495
2020/12/31,130.550003,131.457504
2021/1/4,131.134995,130.550003
2021/1/5,134.047501,131.134995
2021/1/6,126.144997,134.047501
2021/1/7,133.440002,126.144997
2021/1/8,132.767502,133.440002
2021/1/11,136.214996,132.767502
2021/1/12,134.847504,136.214996
2021/1/13,135.317505,134.847504
2021/1/14,132.002502,135.317505
2021/1/15,128.595001,132.002502
2021/1/19,130.252502,128.595001
2021/1/20,133.657501,130.252502
2021/1/21,138.675003,133.657501
2021/1/22,137.125,138.675003
2021/1/25,136.532501,137.125
2021/1/26,134.352493,136.532501
2021/1/27,129.177505,134.352493
2021/1/28,130.509995,129.177505
2021/1/29,129.897507,130.509995
2021/2/1,132.369995,129.897507
2021/2/2,135.567505,132.369995
2021/2/3,135.304993,135.567505
2021/2/4,136.642502,135.304993
2021/2/5,135.910004,136.642502
2021/2/8,144.387497,135.910004
2021/2/9,142.632507,144.387497
2021/2/10,147.642502,142.632507
2021/2/11,152.507507,147.642502
2021/2/12,149.612503,152.507507
2021/2/16,153.302505,149.612503
2021/2/17,149.059998,153.302505
2021/2/18,148.289993,149.059998
2021/2/19,149.264999,148.289993
2021/2/22,143.557495,149.264999
2021/2/23,141.419998,143.557495
2021/2/24,144.990005,141.419998
2021/2/25,133.074997,144.990005
2021/2/26,137.145004,133.074997
2021/3/1,138.417496,137.145004
2021/3/2,134.0625,138.417496
2021/3/3,128.047501,134.0625
2021/3/4,123.702499,128.047501
2021/3/5,124.614998,123.702499
2021/3/8,115.932503,124.614998
2021/3/9,125.202499,115.932503
2021/3/10,124.682503,125.202499
2021/3/11,129.934998,124.682503
2021/3/12,128.559998,129.934998
2021/3/15,131.912506,128.559998
2021/3/16,132.912506,131.912506
2021/3/17,133.412506,132.912506
2021/3/18,127.224998,133.412506
2021/3/19,128.457504,127.224998
2021/3/22,131.862503,128.457504
2021/3/23,130.707504,131.862503
2021/3/24,126.43,130.707504
2021/3/25,125.352501,126.43
2021/3/26,128.392502,125.352501
2021/3/29,129.482498,128.392502
2021/3/30,128.717499,129.482498
2021/3/31,133.482498,128.717499
2021/4/1,138.117493,133.482498
2021/4/5,139.875,138.117493
2021/4/6,138.615005,139.875
2021/4/7,141.434998,138.615005
2021/4/8,143.169998,141.434998
2021/4/9,144,143.169998
2021/4/12,152.089996,144
2021/4/13,156.794998,152.089996
2021/4/14,152.770004,156.794998
2021/4/15,161.372498,152.770004
2021/4/16,159.125,161.372498
2021/4/19,153.617493,159.125
2021/4/20,151.712494,153.617493
2021/4/21,153.604996,151.712494
2021/4/22,148.502502,153.604996
2021/4/23,152.652496,148.502502
2021/4/26,154.779999,152.652496
2021/4/27,153.817505,154.779999
2021/4/28,152.767502,153.817505
2021/4/29,153.247498,152.767502
2021/4/30,150.095001,153.247498
2021/5/3,148.367493,150.095001
2021/5/4,143.512497,148.367493
2021/5/5,144.585007,143.512497
2021/5/6,145.229996,144.585007
2021/5/7,148.122498,145.229996
2021/5/10,142.657501,148.122498
2021/5/11,143.0625,142.657501
2021/5/12,137.585007,143.0625
2021/5/13,136.652496,137.585007
2021/5/14,142.429993,136.652496
2021/5/17,141.654999,142.429993
2021/5/18,140.157501,141.654999
2021/5/19,140.657501,140.157501
2021/5/20,146.125,140.657501
2021/5/21,149.917496,146.125
2021/5/24,156.119995,149.917496
2021/5/25,156.477493,156.119995
2021/5/26,157,156.477493
2021/5/27,154.880005,157
2021/5/28,162.445007,154.880005
2021/6/1,162.645004,162.445007
2021/6/2,167.782501,162.645004
2021/6/3,169.697495,167.782501
2021/6/4,175.782501,169.697495
2021/6/7,176.190002,175.782501
2021/6/8,174.570007,176.190002
2021/6/9,173.582504,174.570007
2021/6/10,174.25,173.582504
2021/6/11,178.252502,174.25
2021/6/14,180.1875,178.252502
2021/6/15,177.884995,180.1875
2021/6/16,178.102493,177.884995
2021/6/17,186.572495,178.102493
2021/6/18,186.387497,186.572495
2021/6/21,184.272507,186.387497
2021/6/22,188.867493,184.272507
2021/6/23,190.572495,188.867493
2021/6/24,192.054993,190.572495
2021/6/25,190.309998,192.054993
2021/6/28,199.850006,190.309998
2021/6/29,200.267502,199.850006
2021/6/30,200.024994,200.267502
2021/7/1,202.119995,200.024994
2021/7/2,204.869995,202.119995
2021/7/6,206.985001,204.869995
2021/7/7,203.717499,206.985001
2021/7/8,199.027496,203.717499
2021/7/9,200.502502,199.027496
2021/7/12,205.125,200.502502
2021/7/13,202.5,205.125
2021/7/14,198.414993,202.5
2021/7/15,189.662506,198.414993
2021/7/16,181.610001,189.662506
2021/7/19,187.797501,181.610001
2021/7/20,186.119995,187.797501
2021/7/21,194.100006,186.119995
2021/7/22,195.940002,194.100006
2021/7/23,195.580002,195.940002
2021/7/26,192.940002,195.580002
2021/7/27,192.080002,192.940002
2021/7/28,195.029999,192.080002
2021/7/29,196.619995,195.029999
2021/7/30,194.990005,196.619995
2021/8/2,197.5,194.990005
2021/8/3,198.149994,197.5
2021/8/4,202.740005,198.149994
2021/8/5,206.369995,202.740005
2021/8/6,203.660004,206.369995
2021/8/9,202.949997,203.660004
2021/8/10,199.360001,202.949997
2021/8/11,196.990005,199.360001
2021/8/12,199.050003,196.990005
2021/8/13,201.880005,199.050003
2021/8/16,199.5,201.880005
2021/8/17,194.580002,199.5
2021/8/18,190.399994,194.580002
2021/8/19,197.979996,190.399994
2021/8/20,208.160004,197.979996
2021/8/23,219.580002,208.160004
2021/8/24,217.929993,219.580002
2021/8/25,222.130005,217.929993
2021/8/26,220.679993,222.130005
2021/8/27,226.360001,220.679993
2021/8/30,226.880005,226.360001
2021/8/31,223.850006,226.880005
2021/9/1,224.410004,223.850006
2021/9/2,223.960007,224.410004
2021/9/3,228.429993,223.960007
2021/9/7,226.619995,228.429993
2021/9/8,223.389999,226.619995
2021/9/9,221.770004,223.389999
2021/9/10,224.779999,221.770004
2021/9/13,221.520004,224.779999
2021/9/14,222.419998,221.520004
2021/9/15,223.410004,222.419998
2021/9/16,222.419998,223.410004
2021/9/17,219,222.419998
2021/9/20,211.130005,219
2021/9/21,212.460007,211.130005
2021/9/22,219.410004,212.460007
2021/9/23,224.820007,219.410004
2021/9/24,220.809998,224.820007
2021/9/27,216.600006,220.809998
2021/9/28,206.990005,216.600006
2021/9/29,205.169998,206.990005
2021/9/30,207.160004,205.169998
2021/10/1,207.419998,207.160004
2021/10/4,197.320007,207.419998
2021/10/5,204.509995,197.320007
2021/10/6,207,204.509995
2021/10/7,210.75,207
2021/10/8,208.309998,210.75
2021/10/11,206.949997,208.309998
2021/10/12,206.710007,206.949997
2021/10/13,209.389999,206.710007
2021/10/14,217.460007,209.389999
2021/10/15,218.619995,217.460007
2021/10/18,222.220001,218.619995
2021/10/19,222.899994,222.220001
2021/10/20,221.029999,222.899994
2021/10/21,226.919998,221.029999
2021/10/22,227.259995,226.919998
2021/10/25,231.660004,227.259995
2021/10/26,247.169998,231.660004
2021/10/27,244.509995,247.169998
2021/10/28,249.410004,244.509995
2021/10/29,255.669998,249.410004
2021/11/1,258.269989,255.669998
2021/11/2,264.01001,258.269989
2021/11/3,265.980011,264.01001
2021/11/4,298.01001,265.980011
2021/11/5,297.519989,298.01001
2021/11/8,308.040009,297.519989
2021/11/9,306.570007,308.040009
2021/11/10,294.589996,306.570007
2021/11/11,303.899994,294.589996
2021/11/12,303.899994,303.899994
2021/11/15,300.25,303.899994
2021/11/16,302.029999,300.25
2021/11/17,292.609985,302.029999
2021/11/18,316.75,292.609985
2021/11/19,329.850006,316.75
2021/11/22,319.559998,329.850006
2021/11/23,317.459991,319.559998
2021/11/24,326.73999,317.459991
2021/11/26,315.029999,326.73999
2021/11/29,333.76001,315.029999
2021/11/30,326.76001,333.76001
2021/12/1,314.350006,326.76001
2021/12/2,321.26001,314.350006
2021/12/3,306.929993,321.26001
2021/12/6,300.369995,306.929993
2021/12/7,324.269989,300.369995
2021/12/8,318.26001,324.269989
2021/12/9,304.899994,318.26001
2021/12/10,301.980011,304.899994
2021/12/13,281.609985,301.980011
2021/12/14,283.369995,281.609985
2021/12/15,304.589996,283.369995
2021/12/16,283.869995,304.589996
2021/12/17,278.01001,283.869995
2021/12/20,277.190002,278.01001
2021/12/21,290.75,277.190002
2021/12/22,294,290.75
2021/12/23,296.399994,294
2021/12/27,309.450012,296.399994
2021/12/28,303.220001,309.450012
2021/12/29,300.01001,303.220001
2021/12/30,295.859985,300.01001
2021/12/31,294.109985,295.859985
2022/1/3,301.209991,294.109985
2022/1/4,292.899994,301.209991
2022/1/5,276.040009,292.899994
2022/1/6,281.779999,276.040009
2022/1/7,272.470001,281.779999
2022/1/10,274,272.470001
2022/1/11,278.170013,274
2022/1/12,279.98999,278.170013
2022/1/13,265.75,279.98999
2022/1/14,269.420013,265.75
2022/1/18,259.029999,269.420013
2022/1/19,250.669998,259.029999
2022/1/20,241.5,250.669998
2022/1/21,233.740005,241.5
2022/1/24,233.720001,233.740005
2022/1/25,223.240005,233.720001
2022/1/26,227.720001,223.240005
2022/1/27,219.440002,227.720001
2022/1/28,228.399994,219.440002
2022/1/31,244.860001,228.399994
2022/2/1,246.380005,244.860001
2022/2/2,252.419998,246.380005
2022/2/3,239.479996,252.419998
2022/2/4,243.190002,239.479996
2022/2/7,247.279999,243.190002
2022/2/8,251.080002,247.279999
2022/2/9,267.049988,251.080002
2022/2/10,258.23999,267.049988
2022/2/11,239.490005,258.23999
2022/2/14,242.669998,239.490005
2022/2/15,264.950012,242.669998
2022/2/16,265.109985,264.950012
2022/2/17,245.070007,265.109985
2022/2/18,236.419998,245.070007
2022/2/22,233.899994,236.419998
2022/2/23,223.869995,233.899994
2022/2/24,237.479996,223.869995
2022/2/25,241.570007,237.479996
2022/2/28,243.850006,241.570007
2022/3/1,234.770004,243.850006
2022/3/2,242.199997,234.770004
2022/3/3,237.139999,242.199997
2022/3/4,229.360001,237.139999
2022/3/7,213.520004,229.360001
2022/3/8,215.139999,213.520004
2022/3/9,230.139999,215.139999
2022/3/10,226.580002,230.139999
2022/3/11,221,226.580002
2022/3/14,213.300003,221
2022/3/15,229.729996,213.300003
2022/3/16,244.960007,229.729996
2022/3/17,247.660004,244.960007
2022/3/18,264.529999,247.660004
2022/3/21,267.339996,264.529999
2022/3/22,265.23999,267.339996
2022/3/23,256.339996,265.23999
2022/3/24,281.5,256.339996
2022/3/25,276.920013,281.5
2022/3/28,282.190002,276.920013
2022/3/29,286.559998,282.190002
2022/3/30,276.899994,286.559998
2022/3/31,272.859985,276.899994
2022/4/1,267.119995,272.859985
2022/4/4,273.600006,267.119995
2022/4/5,259.309998,273.600006
2022/4/6,244.070007,259.309998
2022/4/7,242.080002,244.070007
2022/4/8,231.190002,242.080002
2022/4/11,219.169998,231.190002
2022/4/12,215.039993,219.169998
2022/4/13,222.029999,215.039993
2022/4/14,212.580002,222.029999
2022/4/18,217.830002,212.580002
2022/4/19,221.979996,217.830002
2022/4/20,214.820007,221.979996
2022/4/21,201.830002,214.820007
2022/4/22,195.149994,201.830002
2022/4/25,199.020004,195.149994
2022/4/26,187.880005,199.020004
2022/4/27,184.149994,187.880005
2022/4/28,197.820007,184.149994
2022/4/29,185.470001,197.820007
2022/5/2,195.330002,185.470001
2022/5/3,196.020004,195.330002
2022/5/4,203.339996,196.020004
2022/5/5,188.440002,203.339996
2022/5/6,186.75,188.440002
2022/5/9,169.5,186.75
2022/5/10,175.949997,169.5
2022/5/11,166.300003,175.949997
2022/5/12,161.75,166.300003
2022/5/13,177.059998,161.75
2022/5/16,172.639999,177.059998
2022/5/17,181.770004,172.639999
2022/5/18,169.380005,181.770004
2022/5/19,171.240005,169.380005
2022/5/20,166.940002,171.240005
2022/5/23,168.979996,166.940002
2022/5/24,161.539993,168.979996
2022/5/25,169.75,161.539993
2022/5/26,178.509995,169.75
2022/5/27,188.110001,178.509995
2022/5/31,186.720001,188.110001
2022/6/1,183.199997,186.720001
2022/6/2,195.919998,183.199997
2022/6/3,187.199997,195.919998
2022/6/6,187.860001,187.199997
2022/6/7,189.259995,187.860001
2022/6/8,186.479996,189.259995
2022/6/9,180.479996,186.479996
2022/6/10,169.740005,180.479996
2022/6/13,156.470001,169.740005
2022/6/14,158.360001,156.470001
2022/6/15,165.270004,158.360001
2022/6/16,156.009995,165.270004
2022/6/17,158.800003,156.009995
2022/6/21,165.660004,158.800003
2022/6/22,163.600006,165.660004
2022/6/23,162.25,163.600006
2022/6/24,171.259995,162.25
2022/6/27,168.690002,171.259995
2022/6/28,159.820007,168.690002
2022/6/29,155.419998,159.820007
2022/6/30,151.589996,155.419998
2022/7/1,145.229996,151.589996
2022/7/5,149.639999,145.229996
2022/7/6,151.300003,149.639999
2022/7/7,158.580002,151.300003
2022/7/8,158.380005,158.580002
2022/7/11,151.520004,158.380005
2022/7/12,150.820007,151.520004
2022/7/13,151.639999,150.820007
2022/7/14,153.720001,151.639999
2022/7/15,157.619995,153.720001
2022/7/18,161.009995,157.619995
2022/7/19,169.919998,161.009995
2022/7/20,178.070007,169.919998
2022/7/21,180.5,178.070007
2022/7/22,173.190002,180.5
2022/7/25,170.240005,173.190002
2022/7/26,165.330002,170.240005
2022/7/27,177.899994,165.330002
2022/7/28,179.839996,177.899994
2022/7/29,181.630005,179.839996
2022/8/1,184.410004,181.630005
2022/8/2,185.259995,184.410004
2022/8/3,188.929993,185.259995
2022/8/4,192.149994,188.929993
2022/8/5,189.889999,192.149994
2022/8/8,177.929993,189.889999
2022/8/9,170.860001,177.929993
2022/8/10,180.970001,170.860001
2022/8/11,179.419998,180.970001
2022/8/12,187.089996,179.419998
2022/8/15,190.320007,187.089996
2022/8/16,188.789993,190.320007
2022/8/17,183.350006,188.789993
2022/8/18,187.729996,183.350006
2022/8/19,178.490005,187.729996
2022/8/22,170.339996,178.490005
2022/8/23,171.809998,170.339996
2022/8/24,172.220001,171.809998
2022/8/25,179.130005,172.220001
2022/8/26,162.600006,179.130005
2022/8/29,158.009995,162.600006
2022/8/30,154.679993,158.009995
2022/8/31,150.940002,154.679993
2022/9/1,139.369995,150.940002
2022/9/2,136.470001,139.369995
2022/9/6,134.649994,136.470001
2022/9/7,137.139999,134.649994
2022/9/8,139.899994,137.139999
2022/9/9,143.869995,139.899994
2022/9/12,145.050003,143.869995
2022/9/13,131.309998,145.050003
2022/9/14,131.279999,131.309998
2022/9/15,129.289993,131.279999
2022/9/16,131.979996,129.289993
2022/9/19,133.820007,131.979996
2022/9/20,131.759995,133.820007
2022/9/21,132.610001,131.759995
2022/9/22,125.610001,132.610001
2022/9/23,125.160004,125.610001
2022/9/26,122.279999,125.160004
2022/9/27,124.129997,122.279999
2022/9/28,127.360001,124.129997
2022/9/29,122.199997,127.360001
2022/9/30,121.389999,122.199997
2022/10/3,125.120003,121.389999
2022/10/4,131.669998,125.120003
2022/10/5,132.089996,131.669998
2022/10/6,131.300003,132.089996
2022/10/7,120.760002,131.300003
2022/10/10,116.699997,120.760002
2022/10/11,115.860001,116.699997
2022/10/12,115,115.860001
2022/10/13,119.599998,115
2022/10/14,112.269997,119.599998
2022/10/17,118.879997,112.269997
2022/10/18,119.669998,118.879997
2022/10/19,120.510002,119.669998
2022/10/20,121.940002,120.510002
2022/10/21,124.660004,121.940002
2022/10/24,125.989998,124.660004
2022/10/25,132.610001,125.989998
2022/10/26,128.960007,132.610001
2022/10/27,131.759995,128.960007
2022/10/28,138.339996,131.759995
2022/10/31,134.970001,138.339996
2022/11/1,135.429993,134.970001
2022/11/2,132.190002,135.429993
2022/11/3,134.210007,132.190002
2022/11/4,141.559998,134.210007
2022/11/7,143.009995,141.559998
2022/11/8,146.020004,143.009995
2022/11/9,137.759995,146.020004
2022/11/10,157.5,137.759995
2022/11/11,163.270004,157.5
2022/11/14,162.949997,163.270004
2022/11/15,166.660004,162.949997
2022/11/16,159.100006,166.660004
2022/11/17,156.770004,159.100006
2022/11/18,154.089996,156.770004
2022/11/21,153.169998,154.089996
2022/11/22,160.380005,153.169998
2022/11/23,165.190002,160.380005
2022/11/25,162.699997,165.190002
2022/11/28,158.270004,162.699997
2022/11/29,156.389999,158.270004
2022/11/30,169.229996,156.389999
2022/12/1,171.350006,169.229996
2022/12/2,168.759995,171.350006
2022/12/5,166.100006,168.759995
2022/12/6,159.869995,166.100006
2022/12/7,161.199997,159.869995
2022/12/8,171.690002,161.199997
2022/12/9,170.009995,171.690002
2022/12/12,175.350006,170.009995
2022/12/13,180.720001,175.350006
2022/12/14,176.740005,180.720001
2022/12/15,169.520004,176.740005
2022/12/16,165.710007,169.520004
2022/12/19,162.539993,165.710007
2022/12/20,160.850006,162.539993
2022/12/21,165.009995,160.850006
2022/12/22,153.389999,165.009995
2022/12/23,152.059998,153.389999
2022/12/27,141.210007,152.059998
2022/12/28,140.360001,141.210007
2022/12/29,146.029999,140.360001
2022/12/30,146.139999,146.029999
2023/1/3,143.149994,146.139999
2023/1/4,147.490005,143.149994
2023/1/5,142.649994,147.490005
2023/1/6,148.589996,142.649994
2023/1/9,156.279999,148.589996
2023/1/10,159.089996,156.279999
2023/1/11,160.009995,159.089996
2023/1/12,165.110001,160.009995
2023/1/13,168.990005,165.110001
2023/1/17,177.020004,168.990005
2023/1/18,173.770004,177.020004
2023/1/19,167.649994,173.770004
2023/1/20,178.389999,167.649994
2023/1/23,191.929993,178.389999
2023/1/24,192.649994,191.929993
2023/1/25,193.229996,192.649994
2023/1/26,198.020004,193.229996
2023/1/27,203.649994,198.020004
2023/1/30,191.619995,203.649994
2023/1/31,195.369995,191.619995
2023/2/1,209.429993,195.369995
2023/2/2,217.089996,209.429993
2023/2/3,211,217.089996
2023/2/6,210.889999,211
2023/2/7,221.729996,210.889999
2023/2/8,222.050003,221.729996
2023/2/9,223.369995,222.050003
2023/2/10,212.649994,223.369995
2023/2/13,217.880005,212.649994
2023/2/14,229.710007,217.880005
2023/2/15,227.639999,229.710007
2023/2/16,220.020004,227.639999
2023/2/17,213.880005,220.020004
2023/2/21,206.550003,213.880005
2023/2/22,207.539993,206.550003
2023/2/23,236.639999,207.539993
2023/2/24,232.860001,236.639999
2023/2/27,235.009995,232.860001
2023/2/28,232.160004,235.009995
2023/3/1,226.979996,232.160004
2023/3/2,233.139999,226.979996
2023/3/3,238.899994,233.139999
2023/3/6,235.539993,238.899994
2023/3/7,232.880005,235.539993
2023/3/8,241.809998,232.880005
2023/3/9,234.360001,241.809998
2023/3/10,229.649994,234.360001
2023/3/13,229.660004,229.649994
2023/3/14,240.630005,229.660004
2023/3/15,242.279999,240.630005
2023/3/16,255.410004,242.279999
2023/3/17,257.25,255.410004
2023/3/20,259,257.25
2023/3/21,261.98999,259
2023/3/22,264.679993,261.98999
2023/3/23,271.910004,264.679993
2023/3/24,267.790009,271.910004
2023/3/27,265.309998,267.790009
2023/3/28,264.100006,265.309998
2023/3/29,269.839996,264.100006
2023/3/30,273.829987,269.839996
2023/3/31,277.769989,273.829987
2023/4/3,279.649994,277.769989
2023/4/4,274.529999,279.649994
2023/4/5,268.809998,274.529999
2023/4/6,270.369995,268.809998
2023/4/10,275.790009,270.369995
2023/4/11,271.690002,275.790009
2023/4/12,264.950012,271.690002
2023/4/13,264.630005,264.950012
2023/4/14,267.579987,264.630005
2023/4/17,270.019989,267.579987
2023/4/18,276.670013,270.019989
2023/4/19,279.309998,276.670013
2023/4/20,271.040009,279.309998
2023/4/21,271.190002,271.040009
2023/4/24,270.420013,271.190002
2023/4/25,262.410004,270.420013
2023/4/26,269.559998,262.410004
2023/4/27,272.26001,269.559998
2023/4/28,277.48999,272.26001
2023/5/1,289.100006,277.48999
2023/5/2,282.100006,289.100006
2023/5/3,278.019989,282.100006
2023/5/4,275.619995,278.019989
2023/5/5,286.799988,275.619995
2023/5/8,291.51001,286.799988
2023/5/9,285.709991,291.51001
2023/5/10,288.850006,285.709991
2023/5/11,285.779999,288.850006
2023/5/12,283.399994,285.779999
2023/5/15,289.529999,283.399994
2023/5/16,292.130005,289.529999
2023/5/17,301.779999,292.130005
2023/5/18,316.779999,301.779999
2023/5/19,312.640015,316.779999
2023/5/22,311.76001,312.640015
2023/5/23,306.880005,311.76001
2023/5/24,305.380005,306.880005
2023/5/25,379.799988,305.380005
